Epoch,Total_Reward,Threshold_Bonus
142,6058.817940010629,0
143,8823.606819760953,0
144,5347.704948020273,0
145,7011.9308098327865,0
146,4309.625159469132,0
147,10399.999260257975,0
148,7135.222981412157,0
149,7984.75194549379,0
150,7173.221591450366,0
151,9476.255310829201,0
152,5452.316598312617,0
153,3709.720252106887,0
154,5598.40823969669,0
155,10399.9999963382,0
156,7794.1707213967165,0
157,7961.575869691286,0
158,10399.998255432529,0
159,5697.096652266943,0
160,10399.99573117262,0
161,5252.151218352697,0
162,7210.983033977224,0
163,10399.999602058333,0
164,8816.880246676228,0
165,6326.408975365882,0
166,9705.925404179168,0
167,7963.166163754215,0
168,5929.41226635547,0
169,9252.764849615358,0
170,7229.875038400301,0
171,7677.714484807394,0
172,5162.007658838396,0
173,7334.170711630867,0
174,6538.82462807872,0
175,10399.9969735875,0
176,7935.892932417836,0
177,8843.426938642391,0
178,8064.9638908146935,0
179,10399.999997606341,0
180,6353.594508574835,0
181,5411.500803409065,0
182,5536.6093366607565,0
183,9413.840203269347,0
184,10045.240034522498,0
185,8224.401999966687,0
186,6003.190986406281,0
187,6657.578988107573,0
188,10399.997568401835,0
189,8787.583553483286,0
190,6817.418602285162,0
191,9267.993175900336,0
192,9771.388116231621,0
193,8969.80172799217,0
194,9643.452569686931,0
195,6283.690133384445,0
196,7355.4422664621925,0
197,9367.79226831875,0
198,7552.212862766107,0
199,8420.27938988977,0
200,7757.854805180683,0
201,9036.01776054375,0
202,4310.762552193745,0
203,7403.075725959811,0
204,10399.999323218002,0
205,9121.292683406156,0
206,4468.357538711063,0
207,6692.921367984769,0
208,8445.339716686329,0
209,5676.408060018479,0
210,6992.225939514591,0
211,7106.5501559674185,0
212,8819.662578094854,0
213,7452.6988385925915,0
214,4409.037305368318,0
215,10399.998586053718,0
216,10397.466020548287,0
217,6214.082143407721,0
218,8385.540701555954,0
219,9516.603778893503,0
220,10399.998880937468,0
221,10399.998716833361,0
222,9573.779090915821,0
223,8355.90854685339,0
224,5932.722041696997,0
225,6136.685642445703,0
226,5750.7464120121285,0
227,10399.999998094263,0
228,7517.144844219583,0
229,10399.9918167259,0
230,8122.833214481594,0
231,7425.030749204943,0
232,8473.66872219912,0
233,10053.831480911449,0
234,5983.881071584763,0
235,7246.106782961109,0
236,9509.755597518631,0
237,7108.148674407242,0
238,6854.657874175073,0
239,10399.998248829725,0
240,6707.418994933508,0
241,9677.67406823668,0
242,9711.18006707302,0
243,9696.336978678366,0
244,5761.79092610381,0
245,8215.095714774741,0
246,10399.999995455795,0
247,4422.863487104189,0
248,10399.999994316957,0
249,8437.800023084954,0
250,10399.999294756944,0
251,6139.411366088211,0
252,7792.719319150027,0
253,9035.70209640819,0
254,6450.798582460292,0
255,6823.833990132769,0
256,7924.526283059977,0
257,10399.999995689255,0
258,7385.321888153531,0
259,9097.706919930815,0
260,7207.721014115455,0
261,10399.997003045428,0
262,10399.999998092382,0
263,6649.3949521608065,0
264,8038.094771905096,0
265,7806.58659042887,0
266,9856.340643292559,0
267,8705.129213994791,0
268,10399.99328012389,0
269,5982.259575242225,0
270,5162.046659858331,0
271,10399.993916579144,0
272,9480.288733108628,0
273,9649.128356363437,0
274,10119.706483023561,0
275,10092.098597378057,0
276,9750.59424080047,0
277,7556.1183847933635,0
278,9052.533570091742,0
279,8750.071932162122,0
280,9367.975302119476,0
281,7537.813617879818,0
282,7367.872486628525,0
283,6730.374947600782,0
284,4454.135148092754,0
285,10399.991818004219,0
286,9428.466091623408,0
287,6156.511859275004,0
288,9411.529991982146,0
289,6265.866758940177,0
290,7848.5783863769275,0
291,6439.164396071142,0
292,6793.318970483995,0
293,10399.999681544947,0
294,9082.305893649362,0
295,5437.300845497611,0
296,5903.351239462695,0
297,8187.221824271033,0
298,7701.434103000909,0
299,10399.993695462417,0
300,5637.8581290742,0
301,5454.737763729327,0
302,7277.792735884826,0
303,10399.999366121554,0
304,7277.496405413945,0
305,8707.439491397774,0
306,10399.999996834582,0
307,10399.997132838984,0
308,10397.620446260496,0
309,8399.152650744869,0
310,5803.616073207043,0
311,8092.086481121264,0
312,4736.630631414028,0
313,10394.74428869964,0
314,9685.122732773241,0
315,7168.309677376867,0
316,6470.066997456376,0
317,6340.959941880221,0
318,6072.882726190823,0
319,8054.484192892864,0
320,5481.095293983704,0
321,8410.482280726255,0
322,10399.99843987507,0
323,10399.997481089173,0
324,6242.034535954184,0
325,7672.799126456605,0
326,8003.685685154465,0
327,8595.163206303561,0
328,9096.762853066328,0
329,7098.537087613922,0
330,7363.311911148804,0
331,7950.996609954631,0
332,8918.266465363342,0
333,5842.449255049809,0
334,7462.907224214313,0
335,8150.321360494111,0
336,7461.599907935329,0
337,7773.416766062528,0
338,9405.32750911103,0
339,5388.774891474031,0
340,10397.912695169129,0
341,8990.505310509501,0
342,4893.246474843848,0
343,9368.817624005813,0
344,5408.811065626503,0
345,7109.367897208437,0
346,8474.592955973634,0
347,8919.46270181221,0
348,7893.70652827272,0
349,6300.231233006551,0
350,9048.882276402279,0
351,10399.996238445905,0
352,7491.257555892124,0
353,10399.999432159286,0
354,5349.769704625402,0
355,6450.1923194307765,0
356,8232.106722704286,0
357,7416.115838736309,0
358,9788.718250239253,0
359,7557.524292677083,0
360,10399.996220691926,0
361,5601.764865827804,0
362,6369.125789741393,0
363,5825.700288565672,0
364,7019.51692268465,0
365,9127.61728095564,0
366,8345.374903620994,0
367,8672.447435341584,0
368,9276.49225600805,0
369,6819.56223275933,0
370,9400.787317870563,0
371,5754.671463980656,0
372,6473.689957280958,0
373,6762.22683153789,0
374,8578.1408596927,0
375,7467.940524761113,0
376,5121.551214525132,0
377,10399.99753419336,0
378,4923.226219351934,0
379,7131.353190835591,0
380,6015.8168972465955,0
381,5307.6137730976125,0
382,10399.998672881635,0
383,7742.45881798426,0
384,9811.930334459536,0
385,6304.558605894206,0
386,8103.38943012751,0
387,7850.68949384577,0
388,4708.764751223244,0
389,6871.284316413249,0
390,10399.99844240331,0
391,10399.999998289622,0
392,4728.561785671236,0
393,5972.470072649123,0
394,8474.522694611165,0
395,5269.16217991327,0
396,9859.440419507038,0
397,10399.999646067077,0
398,5762.264070887026,0
399,5694.884278550902,0
400,9309.27823618955,0
401,5131.112451989231,0
402,10399.999995609396,0
403,9690.353992658396,0
404,8329.28343877814,0
405,6236.050611566662,0
406,5485.826201106237,0
407,7038.323542864667,0
408,7009.8364685368915,0
409,8185.020833261752,0
410,4940.5901928241365,0
411,6859.159126989726,0
412,9377.353389371883,0
413,8531.84552609689,0
414,7553.637038595188,0
415,7464.828895531444,0
416,8461.886284933316,0
417,7599.763856941956,0
418,6376.7369569192215,0
419,5837.127939235983,0
420,7444.299410692689,0
421,5939.931168786924,0
422,8551.514429036613,0
423,6137.110036940491,0
424,7645.118637813361,0
425,9494.068777275252,0
426,9201.043555203201,0
427,6483.301289508525,0
428,8374.663622389238,0
429,5918.831987930094,0
430,9764.638209596935,0
431,7027.439101778644,0
432,7678.545102192354,0
433,6482.856890637659,0
434,5588.289905701819,0
435,5648.52531163907,0
436,8146.99169251763,0
437,6285.0500050926175,0
438,8312.49902401161,0
439,10399.99870712548,0
440,6266.241660698184,0
441,5747.052021622033,0
442,10399.999997197441,0
443,9348.77970368569,0
444,6690.748660152116,0
445,8842.951172572552,0
446,9784.055953080602,0
447,10399.999993303978,0
448,10399.997739690058,0
449,6870.939691088857,0
450,4169.621948257471,0
451,8472.762761076996,0
452,8749.803140730402,0
453,4360.536888806693,0
454,10029.659710489539,0
455,7220.730874338875,0
456,7327.016857095537,0
457,3825.351692801749,0
458,5607.798442557266,0
459,6006.031340329898,0
460,5303.056862920245,0
461,7378.972239215664,0
462,6730.209424472095,0
463,10399.999144752965,0
464,9085.868844688866,0
465,10399.999997066663,0
466,7911.2003858369635,0
467,6374.960398377484,0
468,10399.999464394074,0
469,7451.304037012696,0
470,9405.49608358853,0
471,7364.385815833117,0
472,9501.83678821729,0
473,6113.7649845990345,0
474,6577.47056587345,0
475,8154.168717862505,0
476,10113.349752772361,0
477,6257.084182826478,0
478,8666.999140706666,0
479,9747.947012825522,0
480,8644.347631495462,0
481,8089.594522077955,0
482,9269.400418214605,0
483,10397.178706426028,0
484,10050.642548971282,0
485,8854.612841731454,0
486,9422.916086733414,0
487,5153.011866383159,0
488,7294.031649116502,0
489,10399.999998327661,0
490,7673.777440973445,0
491,6191.812448232311,0
492,9704.76783251954,0
493,6150.308785200627,0
494,7243.821159388182,0
495,5999.521857429704,0
496,5300.150802704406,0
497,10399.995247390805,0
498,7546.364794343797,0
499,10399.999999026764,0
500,10399.999997344159,0
501,9757.976168818177,0
502,7495.408414906839,0
503,6255.366629821513,0
504,9220.354830614824,0
505,8537.846893427146,0
506,3937.9159034383365,0
507,9711.411554083388,0
508,7855.597369383923,0
509,9125.9402940781,0
510,10399.997421529559,0
511,10399.998734881408,0
512,7375.313739833868,0
513,9192.126847503867,0
514,10399.998123223904,0
515,9114.785463322665,0
516,8647.425092241234,0
517,5106.893164196764,0
518,8207.041646010412,0
519,8717.47984756449,0
520,5471.796138997797,0
521,6833.762475960893,0
522,10394.84658078737,0
523,10399.999996938954,0
524,5949.738338249472,0
525,10077.452823112648,0
526,8637.735764168692,0
527,4478.087739850736,0
528,5566.408399518794,0
529,5502.435275911419,0
530,8730.776825453719,0
531,6741.874233903725,0
532,10399.999996728597,0
533,10399.999998061588,0
534,10399.99893253692,0
535,10399.998344976306,0
536,9090.93532423578,0
537,10399.99900405046,0
538,5767.545666675644,0
539,7309.90657152537,0
540,5258.4000559191145,0
541,10399.999996488192,0
542,9740.443501117416,0
543,7591.273826566581,0
544,7731.345913560176,0
545,10128.642908650063,0
546,4572.861315163745,0
547,7658.722358209401,0
548,10399.99844302548,0
549,8403.354426636866,0
550,9360.954686069872,0
551,9205.846702224831,0
552,7008.177150216634,0
553,7616.916251337338,0
554,8729.409287832093,0
555,8806.074787618705,0
556,4210.460858414854,0
557,5267.319207614684,0
558,5024.445003535198,0
559,7608.405802182864,0
560,10399.999298122671,0
561,6867.3890509538,0
562,4947.116797493827,0
563,8109.011407823382,0
564,7157.102467955783,0
565,6282.4976216334735,0
566,8083.347485771775,0
567,6086.9002386396405,0
568,6688.502394184154,0
569,9113.651482431107,0
570,7291.906879741518,0
571,8968.863919825877,0
572,10399.999545213188,0
573,5154.213229209775,0
574,6985.582751050615,0
575,10399.99893785229,0
576,9868.56553096383,0
577,6452.090891696482,0
578,8818.62980341677,0
579,6866.396602996715,0
580,4468.296829880486,0
581,8859.92642794199,0
582,10399.999997307048,0
583,8423.659237567688,0
584,6262.824283940394,0
585,6139.904302680975,0
586,7251.7919192501595,0
587,6047.105596622828,0
588,6325.6869701215355,0
589,4869.173881500394,0
590,7911.160710238596,0
591,6882.303351965151,0
592,8462.71316329589,0
593,5779.894752895551,0
594,5676.61915353857,0
595,7579.684601747494,0
596,7824.875522402231,0
597,8559.929510831635,0
598,5581.654338312335,0
599,8283.55734155295,0
600,6039.266704367542,0
601,8199.607185549834,0
602,6280.742158961163,0
603,5538.009730989001,0
604,5988.757167461563,0
605,5722.44350167395,0
606,4925.06697120016,0
607,6200.335378311143,0
608,6654.840110108092,0
609,5977.716445433916,0
610,8841.16395378292,0
611,6956.787234525887,0
612,6529.797463228546,0
613,7869.41787017714,0
614,7109.850302042679,0
615,10399.999165076422,0
616,10399.999996563489,0
617,6276.207977120524,0
618,4690.670998133708,0
619,7529.365049895382,0
620,10399.997957770873,0
621,5995.218720987555,0
622,8159.4942574601655,0
623,6441.3142111726775,0
624,7031.6422997817435,0
625,6568.492573294727,0
626,7447.33261211397,0
627,7451.329840016868,0
628,7594.15227689151,0
629,7496.589329905715,0
630,5242.654763365627,0
631,7307.366736575517,0
632,7803.608972976399,0
633,9060.265082489372,0
634,8850.746160726663,0
635,4392.733898312578,0
636,5269.330054038044,0
637,7808.64487550885,0
638,6651.996946269491,0
639,6948.874668988833,0
640,7096.493637909503,0
641,6423.273595956538,0
642,5198.115931497558,0
643,9653.950188919267,0
644,4568.963956500033,0
645,7649.9920909121365,0
646,6991.178381281961,0
647,10399.999601186473,0
648,10399.999535091732,0
649,8406.585512069018,0
650,7322.660939480733,0
651,4643.0736547493625,0
652,8251.97612337889,0
653,8284.177341504668,0
654,7158.5985316624,0
655,4649.072270138032,0
656,7206.615356023128,0
657,6757.908182729834,0
658,10394.870983767134,0
659,10399.998819893395,0
660,8344.985515852051,0
661,8183.835810772279,0
662,10399.999997205474,0
663,6689.489288752092,0
664,4886.11028555354,0
665,6102.878718369685,0
666,5606.357764168577,0
667,6598.466863389408,0
668,5696.730714157435,0
669,5869.750960693193,0
670,5429.049539456655,0
671,8042.2447331391595,0
672,8690.788398110357,0
673,9042.501051038404,0
674,10399.998931563452,0
675,5731.978960874737,0
676,10399.999997158959,0
677,7085.781256241967,0
678,5766.351245137035,0
679,10399.999999061278,0
680,8441.520467204711,0
681,10399.998218483192,0
682,7282.043900140819,0
683,4770.747286947101,0
684,8027.282459386077,0
685,10399.999999381556,0
686,10399.999383336104,0
687,7037.687857527654,0
688,6536.4372727149985,0
689,10399.99926610508,0
690,3872.7779345700283,0
691,8545.629023761465,0
692,7537.731645873856,0
693,6325.872995465548,0
694,7340.5592608453935,0
695,6116.553716833169,0
696,10399.997690305225,0
697,6868.68504151768,0
698,8598.105245128014,0
699,6089.847259548537,0
700,5351.575343026431,0
701,9707.782486273061,0
702,5771.997381965783,0
703,9178.167187044928,0
704,6959.484640160075,0
705,6457.0356897940255,0
706,10399.999997858453,0
707,4859.824502864275,0
708,8446.844324819267,0
709,7012.312741831521,0
710,8799.349650757948,0
711,8849.395213072095,0
712,7597.840351047624,0
713,6012.91963849551,0
714,6345.037109558022,0
715,4585.739308447198,0
716,10399.999998157928,0
717,8733.10529981648,0
718,10124.69013454616,0
719,8908.63469381132,0
720,7394.18306385611,0
721,10092.138785575278,0
722,8384.211606005232,0
723,5158.203115605375,0
724,8410.032153759497,0
725,8021.389550589652,0
726,7122.24905688231,0
727,6355.222964750185,0
728,9617.238587559486,0
729,3915.8592375757635,0
730,5528.057725651283,0
731,7589.764374473681,0
732,6698.754559087715,0
733,10399.991834165963,0
734,7205.639039790759,0
735,7793.730100911773,0
736,10399.994812951025,0
737,7774.413290848553,0
738,10399.999827636932,0
739,6049.972388716429,0
740,4775.35027892613,0
741,5668.114958603337,0
742,5275.009288817289,0
743,7692.423636798099,0
744,9342.94942347605,0
745,7492.136337955232,0
746,5981.465813045793,0
747,4479.160537943512,0
748,10399.999694854312,0
749,10399.999995688311,0
750,10065.011804388088,0
751,6374.594809974687,0
752,8447.476571346491,0
753,9154.63354000122,0
754,9365.442571557043,0
755,6868.840529546795,0
756,6219.284807538655,0
757,7085.227720959314,0
758,7895.000087365861,0
759,9388.826447644316,0
760,10399.998947461296,0
761,8366.827467155057,0
762,6321.400159785779,0
763,7288.7797242375045,0
764,8169.721938429042,0
765,7211.544711055478,0
766,9270.78995528542,0
767,9329.487809160551,0
768,10074.445850584383,0
769,5987.535507989414,0
770,6100.156293488379,0
771,6616.993392623446,0
772,6552.212157093572,0
773,5814.490732937183,0
774,5121.563679649397,0
775,10399.998993766862,0
776,8806.723780617132,0
777,6780.606055199879,0
778,6220.915862221733,0
779,7465.918382172229,0
780,7086.766268817002,0
781,7883.940057467597,0
782,7365.745563857073,0
783,7286.296983700393,0
784,7641.765469355885,0
785,7800.174865524615,0
786,10399.999997608378,0
787,8387.011028222782,0
788,4205.014669408762,0
789,5460.846573426644,0
790,8998.497994344156,0
791,4917.561138848522,0
792,10399.997895771276,0
793,9760.89225195317,0
794,6921.475076179407,0
795,5831.3210133915645,0
796,8666.098343462529,0
797,10399.999999538953,0
798,7620.565453944255,0
799,7514.151472600558,0
800,10399.99999813467,0
801,8727.166838269657,0
802,4730.292326441613,0
803,9442.734785311133,0
804,7149.254734278413,0
805,6193.02551014607,0
806,8166.475548440048,0
807,10065.083982148362,0
808,10399.999996718609,0
809,8350.335807970883,0
810,7559.629810746344,0
811,9158.770361332276,0
812,6053.547004627466,0
813,6415.644696625772,0
814,9714.342495797411,0
815,8024.095713152162,0
816,8873.37505459866,0
817,7117.848846997192,0
818,7158.625866178762,0
819,6621.518430412277,0
820,9818.150264772155,0
821,7439.735754102221,0
822,7413.386996308414,0
823,6616.188753855836,0
824,7011.642907308601,0
825,8147.781743081094,0
826,10399.999998405128,0
827,6027.418448153723,0
828,8642.104320639199,0
829,8211.654466937454,0
830,4108.289346235833,0
831,6747.722004006681,0
832,6377.088626016173,0
833,7521.7100485631345,0
834,5823.530082284724,0
835,8435.08478860188,0
836,6809.814751500942,0
837,10399.999997383715,0
838,8081.264168099722,0
839,8509.150542876218,0
840,6764.069722113381,0
841,7506.252811057132,0
842,10399.999521981608,0
843,6835.518672203016,0
844,10399.99999643748,0
845,6951.030070611604,0
846,9107.92960073604,0
847,5343.105602833111,0
848,10399.99999683089,0
849,7262.705694580773,0
850,10399.999370616828,0
851,4774.11669442732,0
852,7630.410477905865,0
853,8498.572991817891,0
854,10399.997441363652,0
855,4769.1480527263075,0
856,8178.720204001478,0
857,6696.856620570969,0
858,4748.153379113439,0
859,8744.411599529793,0
860,6019.843413100015,0
861,7340.302114826987,0
862,5768.544083155875,0
863,10399.99779054744,0
864,7023.692323483513,0
865,8095.695101454404,0
866,10399.997716224154,0
867,6954.540008765466,0
868,6893.9567453182535,0
869,8240.075250855736,0
870,10399.999997917928,0
871,5175.153822921997,0
872,7946.967650706375,0
873,10399.997161913268,0
874,5833.344377041068,0
875,5244.682272201416,0
876,8581.911495836473,0
877,10399.998368518498,0
878,7739.844099817536,0
879,8076.042124063307,0
880,7974.59106391106,0
881,7583.329428974612,0
882,7253.369585988377,0
883,5958.3916242985315,0
884,7752.632681560778,0
885,7222.389876738037,0
886,6525.0147887829935,0
887,9289.58718004088,0
888,5774.252463133802,0
889,4913.972211216214,0
890,6527.28780055891,0
891,7641.932434017864,0
892,8175.759644571213,0
893,7321.35846623208,0
894,4992.921315887043,0
895,10079.54315399703,0
896,6049.364764156166,0
897,5130.224360313305,0
898,5981.034068291493,0
899,5183.703334791729,0
900,6240.896220458744,0
901,6410.516217266923,0
902,6514.87733294795,0
903,5469.546586091415,0
904,6791.481253749515,0
905,7593.664880860162,0
906,7567.975129263398,0
907,10399.99869759978,0
908,5809.26448009674,0
909,5492.138003727737,0
910,9463.111249254633,0
911,10123.194065369802,0
912,7462.318037872876,0
913,7911.698813905063,0
914,5280.897786071036,0
915,9784.338391301124,0
916,7413.837063427551,0
917,5950.014061081219,0
918,10399.99999939723,0
919,8710.107242560007,0
920,7020.0152963160335,0
921,7686.373242794347,0
922,6705.041873059379,0
923,7565.880779152234,0
924,8479.324731776573,0
925,7078.8686381713915,0
926,4917.171370685371,0
927,6360.841430760548,0
928,10399.998486192095,0
929,10399.998770131873,0
930,6592.0095159637,0
931,6048.0250882123355,0
932,7449.213454712131,0
933,9773.978939726403,0
934,10399.99422052398,0
935,4820.351720583185,0
936,7356.832436718085,0
937,7101.194256919592,0
938,9715.558077820522,0
939,5538.909970770689,0
940,8848.743213500393,0
941,4508.135765319352,0
942,10399.99793889482,0
943,9826.029899247937,0
944,8342.588696326311,0
945,7426.019580053891,0
946,7543.7792309980605,0
947,5532.112305269041,0
948,9102.561432185375,0
949,7110.439748156009,0
950,7569.765981984446,0
951,8533.920738935802,0
952,7760.62849230427,0
953,6228.689589000584,0
954,8667.280334995112,0
955,5708.690278988672,0
956,5156.301181735907,0
957,8176.833331868329,0
958,4761.011871475903,0
959,5214.479660866972,0
960,8668.647090935692,0
961,4572.972156474248,0
962,10399.996700200876,0
963,4956.101597075663,0
964,6856.980937257902,0
965,7281.503048722103,0
966,4478.352576466168,0
967,10399.999024509963,0
968,6498.557790813051,0
969,7461.185587151353,0
970,7089.440042964217,0
971,10399.999025557438,0
972,8238.161330635146,0
973,10399.998385851324,0
974,5679.371321033912,0
975,5851.551242240588,0
976,9381.86439484022,0
977,7722.439249850832,0
978,5385.976768142449,0
979,7918.017476254352,0
980,10399.993549512052,0
981,6941.358248895474,0
982,7318.159987585959,0
983,8225.725507309508,0
984,6393.936056786823,0
985,8903.278332396874,0
986,4309.881185857394,0
987,10399.99900310404,0
988,10393.730577789367,0
989,5623.180849723593,0
990,9378.10825570253,0
991,9812.445647425391,0
992,7800.208809928226,0
993,7620.48206544264,0
994,9549.065469353494,0
995,7331.079924610644,0
996,5399.3970075986845,0
997,9473.295425081853,0
998,6011.762540675203,0
999,9769.351631199524,0
1000,6867.643739308144,0
1001,5684.11179353943,0
1002,9530.001373707484,0
1003,10399.99914804686,0
1004,7831.042887384311,0
1005,5598.146675802515,0
1006,6411.80466426885,0
1007,5712.8966217234465,0
1008,6441.044706954919,0
1009,9229.050222051379,0
1010,8312.367213906167,0
1011,7084.87209863836,0
1012,9251.035832503476,0
1013,9852.676464076892,0
1014,7191.917482823906,0
1015,5794.727934251764,0
1016,7108.4885804109845,0
1017,7124.391440885326,0
1018,7774.231289668182,0
1019,5779.486108182869,0
1020,8336.119727293988,0
1021,10399.99333578324,0
1022,7086.085973336716,0
1023,8288.233710385792,0
1024,10177.105549683094,0
1025,7697.907687285844,0
1026,8187.246881981423,0
1027,7306.941627354162,0
1028,10399.993271111269,0
1029,10399.996919673911,0
1030,9545.3274327663,0
1031,8304.215648249601,0
1032,6025.150063768589,0
1033,5045.855433648366,0
1034,9032.664406978112,0
1035,8773.372415503905,0
1036,7864.011296120047,0
1037,8468.63835020011,0
1038,6431.46897806406,0
1039,9585.713942515638,0
1040,7148.00480410743,0
1041,7448.600882259302,0
1042,5953.404243855209,0
1043,8275.358605172009,0
1044,10399.999946012864,0
1045,7607.602114250077,0
1046,10399.995388619962,0
1047,6289.352744377868,0
1048,9763.438336275512,0
1049,9701.906625700733,0
1050,8548.260116608713,0
1051,8344.815778434975,0
1052,7423.21759610223,0
1053,9228.845316597342,0
1054,8213.778635776463,0
1055,9496.251844970624,0
1056,9744.33059731568,0
1057,9148.202106447832,0
1058,7013.251221919622,0
1059,6858.418875283532,0
1060,7068.824445071295,0
1061,7168.8800461962355,0
1062,5179.426481170411,0
1063,8470.806469529773,0
1064,8947.612831564673,0
1065,9440.817492299366,0
1066,8514.901242335445,0
1067,4931.59288158912,0
1068,10072.46219664316,0
1069,6877.887324361977,0
1070,10399.999947125567,0
1071,6661.656408338013,0
1072,8200.097242389233,0
1073,6915.400993764319,0
1074,10399.998391803758,0
1075,10399.999704420592,0
1076,9266.004111902937,0
1077,7175.043674548334,0
1078,5746.342929829946,0
1079,5607.921790898301,0
1080,6553.873786483883,0
1081,6886.146685453794,0
1082,9149.777472639375,0
1083,8601.83010773728,0
1084,7950.3391812652535,0
1085,7929.002577514949,0
1086,9284.878647555703,0
1087,10399.990836125424,0
1088,10399.998944339135,0
1089,9326.47517841111,0
1090,8432.550984712509,0
1091,9484.272803902893,0
1092,10399.99818354162,0
1093,8402.148084158971,0
1094,6884.687729000049,0
1095,10399.996820172983,0
1096,10127.146921481637,0
1097,9808.23663188526,0
1098,5488.847493976485,0
1099,7707.659220924016,0
1100,5604.434633448162,0
1101,8067.010336943385,0
1102,7399.857581382464,0
1103,5806.02644387316,0
1104,9098.150251073874,0
1105,8370.588619291144,0
1106,5832.440901180669,0
1107,5336.658635064775,0
1108,8773.730798338738,0
1109,7458.781118303376,0
1110,6668.75048729395,0
1111,5710.28954303874,0
1112,9733.83692158566,0
1113,10399.999942513794,0
1114,8508.079822513218,0
1115,7134.721286599432,0
1116,9682.009024673647,0
1117,10399.997024477301,0
1118,6701.799999278886,0
1119,9203.541298661652,0
1120,10399.996066623526,0
1121,8001.769987631292,0
1122,10399.99864810064,0
1123,5672.768192058792,0
1124,5763.37084064014,0
1125,5926.216002506674,0
1126,7498.328162046024,0
1127,8210.076807670504,0
1128,7193.624602821264,0
1129,9427.971518705146,0
1130,10399.993665470573,0
1131,7223.049568274317,0
1132,7290.995251637107,0
1133,5143.8848633943535,0
1134,6073.633932389607,0
1135,10399.999943606519,0
1136,6174.227663317806,0
1137,10399.998774772544,0
1138,10399.99966011431,0
1139,4340.422457502274,0
1140,10399.999945886746,0
1141,9092.344610692522,0
1142,6163.599747219419,0
1143,8814.905895750284,0
1144,5671.473972309584,0
1145,7011.66855834592,0
