State_ID,Visit_Count
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1823.781, 1104.394, 702.387, 2923.036, 704.996, 0.0, 0.0, 0.0, 1215.854)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 1823.781, 1104.394, 702.387, 2923.036, 1095.089, 0.0, 0.0, 1.0, 1823.781)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 1823.781, 1104.394, 702.387, 2923.036, 1095.089, 0.0, 0.0, -1.0, 1823.781)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 1823.781, 1104.394, 702.387, 2923.036, 390.093, 0.0, 0.0, 0.0, 1823.781)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.333, 0.0, 2209.268, 1200.0, 993.268, 3293.534, 2162.957, 0.0, 0.0, -1.0, 2209.268)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 0.0, 2209.268, 1200.0, 993.268, 3293.534, 2263.386, 0.0, 0.0, 1.0, 2209.268)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 2209.268, 1200.0, 993.268, 3293.534, 2464.801, 0.0, 0.0, -1.0, 2209.268)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 0.0, 2209.268, 1200.0, 993.268, 3293.534, 2177.432, 0.0, 0.0, 1.0, 2209.268)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 2209.268, 1200.0, 993.268, 3293.534, 2143.647, 0.0, 0.0, -1.0, 2209.268)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 2209.268, 1200.0, 993.268, 3293.534, 2078.935, 0.0, 0.0, 0.0, 2209.268)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2209.268, 1200.0, 993.268, 3293.534, 2344.974, 0.0, 0.0, 0.0, 2209.268)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 2209.268, 1200.0, 993.268, 3293.534, 2392.102, 0.0, 0.0, 1.0, 2209.268)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 0.0, 2209.268, 1200.0, 993.268, 3293.534, 2464.551, 0.0, 0.0, 0.0, 2209.268)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2209.268, 1200.0, 993.268, 3293.534, 2545.476, 0.0, 0.0, 0.0, 2209.268)",10
"(0.0, 1.0, 0.0, 0.0, 0.0, 0.667, 0.333, 0.0, 0.0, 0.0, 2209.268, 1200.0, 993.268, 3293.534, 2497.97, 0.0, 0.0, -1.0, 2209.268)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.333, 0.333, 0.0, 0.333, 0.0, 2209.268, 1200.0, 993.268, 3293.534, 2434.924, 0.0, 0.0, 0.0, 2209.268)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.333, 0.0, 2209.268, 1200.0, 993.268, 3293.534, 2407.12, 0.0, 0.0, 0.0, 2209.268)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 2209.268, 1200.0, 993.268, 3293.534, 2489.674, 0.0, 0.0, 0.0, 2209.268)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2209.268, 1200.0, 993.268, 3293.534, 2540.652, 0.0, 0.0, 0.0, 2209.268)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2209.268, 1200.0, 993.268, 3293.534, 2321.14, 0.0, 0.0, 0.0, 2209.268)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 2209.268, 1200.0, 993.268, 3293.534, 2290.224, 0.0, 0.0, 1.0, 2209.268)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 2209.268, 1200.0, 993.268, 3293.534, 2262.776, 0.0, 0.0, -1.0, 2209.268)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 2209.268, 1200.0, 993.268, 3293.534, 2319.988, 0.0, 0.0, 0.0, 2209.268)",10
"(0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2209.268, 1200.0, 993.268, 3293.534, 2293.313, 0.0, 0.0, 0.0, 2209.268)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2209.268, 1200.0, 993.268, 3293.534, 2280.428, 0.0, 0.0, 0.0, 2209.268)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 2209.268, 1200.0, 993.268, 3293.534, 2348.9, 0.0, 0.0, 1.0, 2209.268)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 0.0, 2209.268, 1200.0, 993.268, 3293.534, 2073.132, 0.0, 0.0, 0.0, 2209.268)",10
"(0.0, 0.0, 0.0, 0.0, 1.0, 0.667, 0.0, 0.0, 0.0, 0.0, 2209.268, 1200.0, 993.268, 3293.534, 2072.683, 0.0, 0.0, -1.0, 2209.268)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 0.0, 2209.268, 1200.0, 993.268, 3293.534, 1923.616, 0.0, 0.0, 1.0, 2209.268)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 0.0, 2209.268, 1200.0, 993.268, 3293.534, 2161.294, 0.0, 0.0, 0.0, 2209.268)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.333, 0.0, 2242.306, 1124.6, 1043.706, 3347.914, 2365.315, 0.0, 0.0, 0.0, 2242.306)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2242.306, 1124.6, 1043.706, 3347.914, 2421.548, 0.0, 0.0, 0.0, 2242.306)",10
"(0.0, 1.0, 0.0, 0.0, 0.0, 0.667, 0.333, 0.0, 0.0, 0.0, 2242.306, 1124.6, 1043.706, 3347.914, 2402.868, 0.0, 0.0, -1.0, 2242.306)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.333, 0.333, 0.0, 0.333, 0.0, 2242.306, 1124.6, 1043.706, 3347.914, 2115.609, 0.0, 0.0, 0.0, 2242.306)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.333, 0.0, 0.333, 0.0, 2242.306, 1124.6, 1043.706, 3347.914, 1913.802, 0.0, 0.0, 1.0, 2242.306)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.333, 0.0, 2242.306, 1124.6, 1043.706, 3347.914, 1749.326, 0.0, 0.0, -1.0, 2242.306)",10
"(0.0, 0.0, 0.0, 0.0, 1.0, 0.333, 0.0, 0.0, 0.0, 0.0, 2242.306, 1124.6, 1043.706, 3347.914, 2347.537, 0.0, 0.0, 0.0, 2242.306)",10
"(0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2242.306, 1124.6, 1043.706, 3347.914, 2585.11, 0.0, 0.0, 0.0, 2242.306)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2242.306, 1124.6, 1043.706, 3347.914, 2644.905, 0.0, 0.0, 0.0, 2242.306)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 2242.306, 1124.6, 1043.706, 3347.914, 2380.128, 0.0, 0.0, 1.0, 2242.306)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 0.0, 2242.306, 1124.6, 1043.706, 3347.914, 2296.498, 0.0, 0.0, 0.0, 2242.306)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2242.306, 1124.6, 1043.706, 3347.914, 2481.512, 0.0, 0.0, 0.0, 2242.306)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2242.306, 1124.6, 1043.706, 3347.914, 2503.254, 0.0, 0.0, 0.0, 2242.306)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2242.306, 1124.6, 1043.706, 3347.914, 2490.512, 0.0, 0.0, 0.0, 2242.306)",10
"(0.0, 0.0, 0.0, 0.0, 1.0, 0.667, 0.0, 0.0, 0.0, 0.0, 2242.306, 1124.6, 1043.706, 3347.914, 2376.175, 0.0, 0.0, -1.0, 2242.306)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 2242.306, 1124.6, 1043.706, 3347.914, 2255.898, 0.0, 0.0, 0.0, 2242.306)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 2242.306, 1124.6, 1043.706, 3347.914, 2578.064, 0.0, 0.0, 1.0, 2242.306)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 0.0, 2242.306, 1124.6, 1043.706, 3347.914, 2663.216, 0.0, 0.0, 0.0, 2242.306)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2242.306, 1124.6, 1043.706, 3347.914, 2628.098, 0.0, 0.0, 0.0, 2242.306)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2242.306, 1124.6, 1043.706, 3347.914, 1562.867, 0.0, 0.0, 0.0, 2242.306)",10
"(0.0, 1.0, 0.0, 0.0, 0.0, 0.667, 0.333, 0.0, 0.0, 0.0, 2242.306, 1124.6, 1043.706, 3347.914, 1510.079, 0.0, 0.0, -1.0, 2242.306)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.333, 0.0, 0.0, 0.0, 2242.306, 1124.6, 1043.706, 3347.914, 1453.077, 0.0, 0.0, 0.0, 2242.306)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 2242.306, 1124.6, 1043.706, 3347.914, 1453.077, 0.0, 0.0, 0.0, 2242.306)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2242.306, 1124.6, 1043.706, 3347.914, 670.903, 0.0, 0.0, 0.0, 2242.306)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2242.306, 1124.6, 1043.706, 3347.914, 876.233, 0.0, 0.0, 0.0, 2242.306)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2242.306, 1124.6, 1043.706, 3347.914, 1668.14, 0.0, 0.0, 0.0, 2242.306)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.333, 0.0, 0.0, 0.0, 2372.994, 1200.0, 1148.994, 3515.9, 2304.7, 0.0, 0.0, 0.0, 2372.994)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2372.994, 1200.0, 1148.994, 3515.9, 2030.587, 0.0, 0.0, 0.0, 2372.994)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2372.994, 1200.0, 1148.994, 3515.9, 1992.902, 0.0, 0.0, 0.0, 2372.994)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2372.994, 1200.0, 1148.994, 3515.9, 1919.295, 0.0, 0.0, 0.0, 2372.994)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2372.994, 1200.0, 1148.994, 3515.9, 2105.843, 0.0, 0.0, 0.0, 2372.994)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 0.0, 2372.994, 1200.0, 1148.994, 3515.9, 2194.362, 0.0, 0.0, -1.0, 2372.994)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 2372.994, 1200.0, 1148.994, 3515.9, 2170.412, 0.0, 0.0, 0.0, 2372.994)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 2372.994, 1200.0, 1148.994, 3515.9, 2303.813, 0.0, 0.0, 1.0, 2372.994)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 0.0, 2372.994, 1200.0, 1148.994, 3515.9, 2426.563, 0.0, 0.0, 0.0, 2372.994)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 0.0, 2372.994, 1200.0, 1148.994, 3515.9, 2715.926, 0.0, 0.0, -1.0, 2372.994)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 0.0, 2372.994, 1200.0, 1148.994, 3515.9, 2430.51, 0.0, 0.0, 1.0, 2372.994)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 2372.994, 1200.0, 1148.994, 3515.9, 2302.34, 0.0, 0.0, -1.0, 2372.994)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 2372.994, 1200.0, 1148.994, 3515.9, 1979.24, 0.0, 0.0, 0.0, 2372.994)",10
"(0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 2372.994, 1200.0, 1148.994, 3515.9, 2166.484, 0.0, 0.0, 0.0, 2372.994)",10
"(0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 2372.994, 1200.0, 1148.994, 3515.9, 2374.174, 0.0, 0.0, 0.0, 2372.994)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 2372.994, 1200.0, 1148.994, 3515.9, 2508.539, 0.0, 0.0, 0.0, 2372.994)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 2372.994, 1200.0, 1148.994, 3515.9, 2305.364, 0.0, 0.0, 0.0, 2372.994)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 2372.994, 1200.0, 1148.994, 3515.9, 2241.326, 0.0, 0.0, 1.0, 2372.994)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 0.0, 2372.994, 1200.0, 1148.994, 3515.9, 2257.614, 0.0, 0.0, 0.0, 2372.994)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 0.0, 2372.994, 1200.0, 1148.994, 3515.9, 2521.81, 0.0, 0.0, -1.0, 2372.994)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 2372.994, 1200.0, 1148.994, 3515.9, 2361.944, 0.0, 0.0, 0.0, 2372.994)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2372.994, 1200.0, 1148.994, 3515.9, 2413.174, 0.0, 0.0, 0.0, 2372.994)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 2372.994, 1200.0, 1148.994, 3515.9, 2391.37, 0.0, 0.0, 0.0, 2372.994)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 2372.994, 1200.0, 1148.994, 3515.9, 2394.164, 0.0, 0.0, 0.0, 2372.994)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 2372.994, 1200.0, 1148.994, 3515.9, 1482.102, 0.0, 0.0, 0.0, 2372.994)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 2372.994, 1200.0, 1148.994, 3515.9, 704.224, 0.0, 0.0, 0.0, 2372.994)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 0.0, 2660.432, 1000.0, 1508.433, 3921.075, 3437.602, 0.0, 0.0, 0.0, 2660.432)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 0.0, 2660.432, 1000.0, 1508.433, 3921.075, 3703.044, 0.0, 0.0, -1.0, 2660.432)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 0.0, 2660.432, 1000.0, 1508.433, 3921.075, 3519.822, 0.0, 0.0, 1.0, 2660.432)",10
"(0.0, 1.0, 0.0, 0.0, 0.0, 0.333, 0.333, 0.0, 0.0, 0.0, 2660.432, 1000.0, 1508.433, 3921.075, 3333.744, 0.0, 0.0, -1.0, 2660.432)",10
"(0.0, 1.0, 0.0, 0.0, 0.0, 0.333, 0.667, 0.0, 0.0, 0.0, 2660.432, 1000.0, 1508.433, 3921.075, 3158.349, 0.0, 0.0, 0.0, 2660.432)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.667, 0.0, 0.0, 0.0, 2660.432, 1000.0, 1508.433, 3921.075, 3167.819, 0.0, 0.0, 1.0, 2660.432)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.333, 0.0, 0.0, 0.0, 2660.432, 1000.0, 1508.433, 3921.075, 3248.309, 0.0, 0.0, 0.0, 2660.432)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2660.432, 1000.0, 1508.433, 3921.075, 3444.292, 0.0, 0.0, 0.0, 2660.432)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 0.0, 2660.432, 1000.0, 1508.433, 3921.075, 3626.568, 0.0, 0.0, -1.0, 2660.432)",10
"(0.0, 0.0, 0.0, 0.0, 1.0, 0.333, 0.0, 0.0, 0.0, 0.0, 2660.432, 1000.0, 1508.433, 3921.075, 3589.058, 0.0, 0.0, 0.0, 2660.432)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 2660.432, 1000.0, 1508.433, 3921.075, 3802.922, 0.0, 0.0, 1.0, 2660.432)",10
"(0.0, 0.0, 0.0, 0.0, 1.0, 0.333, 0.0, 0.0, 0.0, 0.0, 2660.432, 1000.0, 1508.433, 3921.075, 3398.321, 0.0, 0.0, -1.0, 2660.432)",10
"(0.0, 0.0, 0.0, 0.0, 1.0, 0.333, 0.0, 0.0, 0.0, 0.0, 2660.432, 1000.0, 1508.433, 3921.075, 3491.985, 0.0, 0.0, 0.0, 2660.432)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 2660.432, 1000.0, 1508.433, 3921.075, 3354.228, 0.0, 0.0, 0.0, 2660.432)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 2660.432, 1000.0, 1508.433, 3921.075, 3493.651, 0.0, 0.0, 0.0, 2660.432)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.667, 0.0, 2660.432, 1000.0, 1508.433, 3921.075, 3555.077, 0.0, 0.0, 1.0, 2660.432)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.333, 0.0, 2660.432, 1000.0, 1508.433, 3921.075, 3307.189, 0.0, 0.0, -1.0, 2660.432)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 2660.432, 1000.0, 1508.433, 3921.075, 3466.582, 0.0, 0.0, 0.0, 2660.432)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2660.432, 1000.0, 1508.433, 3921.075, 3481.446, 0.0, 0.0, 0.0, 2660.432)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2660.432, 1000.0, 1508.433, 3921.075, 3810.841, 0.0, 0.0, 0.0, 2660.432)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2660.432, 1000.0, 1508.433, 3921.075, 3816.02, 0.0, 0.0, 0.0, 2660.432)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 2660.432, 1000.0, 1508.433, 3921.075, 3639.211, 0.0, 0.0, 1.0, 2660.432)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 0.0, 2660.432, 1000.0, 1508.433, 3921.075, 3249.546, 0.0, 0.0, 0.0, 2660.432)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2660.432, 1000.0, 1508.433, 3921.075, 3029.621, 0.0, 0.0, 0.0, 2660.432)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2660.432, 1000.0, 1508.433, 3921.075, 2788.861, 0.0, 0.0, 0.0, 2660.432)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2660.432, 1000.0, 1508.433, 3921.075, 2679.099, 0.0, 0.0, 0.0, 2660.432)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.333, 0.0, 2345.48, 1200.0, 1127.48, 3463.418, 2296.417, 0.0, 0.0, 0.0, 2345.48)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2345.48, 1200.0, 1127.48, 3463.418, 2112.072, 0.0, 0.0, 0.0, 2345.48)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 0.0, 2345.48, 1200.0, 1127.48, 3463.418, 2227.002, 0.0, 0.0, -1.0, 2345.48)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 2345.48, 1200.0, 1127.48, 3463.418, 2345.81, 0.0, 0.0, 0.0, 2345.48)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2345.48, 1200.0, 1127.48, 3463.418, 2562.356, 0.0, 0.0, 0.0, 2345.48)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2345.48, 1200.0, 1127.48, 3463.418, 2324.129, 0.0, 0.0, 0.0, 2345.48)",10
"(0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 2345.48, 1200.0, 1127.48, 3463.418, 2394.752, 0.0, 0.0, 0.0, 2345.48)",10
"(0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 2345.48, 1200.0, 1127.48, 3463.418, 2319.166, 0.0, 0.0, 0.0, 2345.48)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.667, 0.0, 0.333, 0.0, 2345.48, 1200.0, 1127.48, 3463.418, 2563.234, 0.0, 0.0, 0.0, 2345.48)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.333, 0.0, 0.333, 0.0, 2345.48, 1200.0, 1127.48, 3463.418, 2445.387, 0.0, 0.0, 1.0, 2345.48)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.333, 0.0, 2345.48, 1200.0, 1127.48, 3463.418, 2539.652, 0.0, 0.0, 0.0, 2345.48)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 0.0, 2345.48, 1200.0, 1127.48, 3463.418, 2460.876, 0.0, 0.0, -1.0, 2345.48)",10
"(0.0, 0.0, 0.0, 0.0, 1.0, 0.333, 0.0, 0.0, 0.0, 0.0, 2345.48, 1200.0, 1127.48, 3463.418, 2461.14, 0.0, 0.0, 0.0, 2345.48)",10
"(0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2345.48, 1200.0, 1127.48, 3463.418, 2493.16, 0.0, 0.0, 0.0, 2345.48)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2345.48, 1200.0, 1127.48, 3463.418, 2460.033, 0.0, 0.0, 0.0, 2345.48)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 2345.48, 1200.0, 1127.48, 3463.418, 2392.158, 0.0, 0.0, 1.0, 2345.48)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 0.0, 2345.48, 1200.0, 1127.48, 3463.418, 2407.357, 0.0, 0.0, 0.0, 2345.48)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2345.48, 1200.0, 1127.48, 3463.418, 2220.44, 0.0, 0.0, 0.0, 2345.48)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2345.48, 1200.0, 1127.48, 3463.418, 2113.007, 0.0, 0.0, 0.0, 2345.48)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2345.48, 1200.0, 1127.48, 3463.418, 2027.52, 0.0, 0.0, 0.0, 2345.48)",10
"(0.0, 1.0, 0.0, 0.0, 0.0, 0.667, 0.333, 0.0, 0.0, 0.0, 2345.48, 1200.0, 1127.48, 3463.418, 2059.027, 0.0, 0.0, -1.0, 2345.48)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.333, 0.333, 0.0, 0.333, 0.0, 2345.48, 1200.0, 1127.48, 3463.418, 2180.284, 0.0, 0.0, 0.0, 2345.48)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.333, 0.0, 2345.48, 1200.0, 1127.48, 3463.418, 1979.454, 0.0, 0.0, 0.0, 2345.48)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.333, 0.0, 2345.48, 1200.0, 1127.48, 3463.418, 1947.084, 0.0, 0.0, 1.0, 2345.48)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 2345.48, 1200.0, 1127.48, 3463.418, 1850.343, 0.0, 0.0, -1.0, 2345.48)",10
